,conf,pred,true,correct,prec_k,term
9775,1.0482578,7,7,1,0.8628032345013477,0.8628032345013477
9993,1.0471683,42,42,1,0.8628217221398733,0.8628217221398733
349,1.046108,12,40,0,0.8627054702236594,0.0
2231,1.046102,14,14,1,0.8627239660514616,0.8627239660514616
2619,1.0455773,37,3,0,0.8626077586206896,0.0
4562,1.0455296,21,28,0,0.8624915824915825,0.0
3560,1.0453336,11,42,0,0.8623754376514947,0.0
7461,1.045298,4,4,1,0.8623939679547596,0.8623939679547596
2948,1.0448115,0,3,0,0.8622778675282714,0.0
7308,1.0423559,0,42,0,0.8621617983577871,0.0
5150,1.0418407,37,37,1,0.8621803499327052,0.8621803499327052
7086,1.0407234,33,33,1,0.862198896514601,0.862198896514601
6584,1.0398643,42,42,1,0.8622174381054898,0.8622174381054898
3871,1.0376205,5,5,1,0.862235974707386,0.862235974707386
8422,1.0361282,30,40,0,0.8621199892386333,0.0
53,1.0349103,12,12,1,0.8621385339609953,0.8621385339609953
9627,1.0342629,4,4,1,0.8621570736955352,0.8621570736955352
3361,1.0330062,22,22,1,0.8621756084442651,0.8621756084442651
3666,1.0319617,25,45,0,0.8620596934659854,0.0
1967,1.0310665,31,20,0,0.8619438096518349,0.0
9479,1.0308154,28,28,1,0.8619623655913978,0.8619623655913978
5385,1.0307899,21,35,0,0.8618465260045692,0.0
7252,1.0302445,46,30,0,0.861730717549046,0.0
7140,1.0286868,46,8,0,0.86161494021228,0.0
9387,1.028299,8,15,0,0.8614991939817302,0.0
2581,1.0278554,45,45,1,0.861517797179315,0.861517797179315
2100,1.0275886,21,21,1,0.8615363953800699,0.8615363953800699
10117,1.0260413,13,13,1,0.8615549885860078,0.8615549885860078
5355,1.024921,15,15,1,0.8615735767991407,0.8615735767991407
612,1.0239742,45,45,1,0.8615921600214794,0.8615921600214794
47,1.0221336,20,42,0,0.8614765100671141,0.0
3893,1.0217212,24,24,1,0.8614951013286807,0.8614951013286807
5164,1.021239,46,40,0,0.8613794954374665,0.0
3489,1.0203886,3,3,1,0.8613980947269556,0.8613980947269556
2476,1.0203602,21,21,1,0.8614166890260263,0.8614166890260263
4572,1.0201751,42,46,0,0.8613011401743796,0.0
2860,1.0196518,40,40,1,0.8613197424892703,0.8613197424892703
1106,1.0190147,21,21,1,0.861338339814939,0.861338339814939
3313,1.0187801,0,0,1,0.8613569321533924,0.8613569321533924
3080,1.0187464,45,25,0,0.8612414532779193,0.0
6957,1.0186129,22,25,0,0.8611260053619303,0.0
1273,1.0176528,18,18,1,0.8611446186838225,0.8611446186838225
55,1.0161386,28,28,1,0.8611632270168855,0.8611632270168855
5628,1.0159457,32,45,0,0.8610478359908884,0.0
6751,1.0156162,0,0,1,0.8610664523043944,0.8610664523043944
6828,1.0153944,11,11,1,0.8610850636302746,0.8610850636302746
6222,1.0151813,21,27,0,0.8609697294401286,0.0
5728,1.0146468,42,20,0,0.86085442614169,0.0
686,1.0135012,21,24,0,0.8607391537225495,0.0
10062,1.0132549,25,25,1,0.8607577989021288,0.8607577989021288
4836,1.0131255,27,27,1,0.8607764390896921,0.8607764390896921
1683,1.0126827,18,20,0,0.8606612233971356,0.0
1188,1.0122432,24,3,0,0.8605460385438972,0.0
8243,1.0077397,46,46,1,0.8605646995851733,0.8605646995851733
1841,1.004941,21,21,1,0.8605833556328606,0.8605833556328606
8817,1.0027697,4,4,1,0.8606020066889633,0.8606020066889633
4801,1.0025171,32,25,0,0.8604868913857678,0.0
3055,1.0019991,11,40,0,0.8603718068744148,0.0
2051,1.0008404,11,8,0,0.8602567531425515,0.0
7127,1.0000296,7,7,1,0.8602754378927664,0.8602754378927664
3341,0.99665576,24,24,1,0.8602941176470589,0.8602941176470589
8930,0.99563897,33,33,1,0.8603127924074322,0.8603127924074322
135,0.99477136,6,6,1,0.8603314621758889,0.8603314621758889
996,0.9941224,45,45,1,0.86035012695443,0.86035012695443
7923,0.99409413,25,25,1,0.8603687867450561,0.8603687867450561
9191,0.9935522,4,9,0,0.8602538410153641,0.0
1795,0.99263024,42,42,1,0.8602725086828747,0.8602725086828747
2830,0.99209195,44,22,0,0.8601576065179645,0.0
2865,0.99195033,21,10,0,0.8600427350427351,0.0
9418,0.99161583,20,20,1,0.8600614234210175,0.8600614234210175
8898,0.99006116,4,4,1,0.8600801068090788,0.8600801068090788
3885,0.9899732,21,21,1,0.8600987852089174,0.8600987852089174
9754,0.9895146,9,9,1,0.8601174586225308,0.8601174586225308
4464,0.98930985,40,11,0,0.8600026691578807,0.0
7504,0.9890803,45,45,1,0.8600213504136642,0.8600213504136642
9190,0.98897785,21,21,1,0.8600400266844563,0.8600400266844563
121,0.9878465,18,18,1,0.8600586979722519,0.8600586979722519
247,0.98770195,43,35,0,0.8599439775910365,0.0
4011,0.98597765,34,34,1,0.8599626567084556,0.8599626567084556
8497,0.9854126,25,19,0,0.8598479797306308,0.0
10165,0.98530316,15,12,0,0.8597333333333333,0.0
8558,0.9843383,40,29,0,0.8596187175043327,0.0
1944,0.98370045,45,45,1,0.8596374300186617,0.8596374300186617
7965,0.9836741,1,22,0,0.8595228575236572,0.0
4487,0.9835368,21,27,0,0.8594083155650319,0.0
4619,0.982369,11,1,0,0.8592938041305797,0.0
400,0.98144555,25,25,1,0.8593125499600319,0.8593125499600319
2053,0.981205,35,33,0,0.859198081790329,0.0
7561,0.9803034,0,0,1,0.8592168353755993,0.8592168353755993
7005,0.97982603,11,30,0,0.8591024104408044,0.0
2749,0.97839147,10,10,1,0.859121171770972,0.859121171770972
8671,0.97758543,45,45,1,0.8591399281054454,0.8591399281054454
6163,0.97693574,25,25,1,0.8591586794462194,0.8591586794462194
5200,0.9764052,45,38,0,0.8590443231731665,0.0
3959,0.97397244,31,19,0,0.8589299973383019,0.0
9648,0.97379154,7,7,1,0.8589487691284099,0.8589487691284099
4749,0.9704595,1,1,1,0.8589675359233635,0.8589675359233635
4519,0.96797776,5,5,1,0.8589862977251563,0.8589862977251563
2819,0.9679572,11,12,0,0.8588720404362863,0.0
5686,0.96624374,12,33,0,0.8587578135390345,0.0
187,0.9661355,12,12,1,0.8587765957446809,0.8587765957446809
9922,0.96476185,8,4,0,0.8586624119133094,0.0
617,0.9620989,20,33,0,0.8585482584419037,0.0
10144,0.96133095,11,40,0,0.858434135318357,0.0
2410,0.96064204,42,25,0,0.8583200425305688,0.0
3825,0.9592174,4,9,0,0.8582059800664452,0.0
3218,0.9566523,25,25,1,0.8582248206218442,0.8582248206218442
1639,0.9561504,23,23,1,0.8582436561711173,0.8582436561711173
5415,0.95598507,15,15,1,0.8582624867162593,0.8582624867162593
8041,0.95546013,42,42,1,0.8582813122592642,0.8582813122592642
6973,0.9513031,36,19,0,0.8581673306772908,0.0
10139,0.9510789,17,17,1,0.8581861638560616,0.8581861638560616
5729,0.95004636,40,40,1,0.8582049920339884,0.8582049920339884
7304,0.94853103,34,11,0,0.8580910659763706,0.0
6331,0.94827795,33,7,0,0.8579771701619325,0.0
9132,0.94772255,40,40,1,0.8579960185799602,0.8579960185799602
8455,0.9475197,24,24,1,0.8580148619957537,0.8580148619957537
3514,0.94751817,11,11,1,0.8580337004113042,0.8580337004113042
3542,0.9472947,42,46,0,0.857919872645264,0.0
5055,0.9470207,42,42,1,0.8579387186629527,0.8579387186629527
2390,0.9452867,11,42,0,0.8578249336870026,0.0
9156,0.9449381,7,7,1,0.8578437872961145,0.8578437872961145
7278,0.9445435,39,37,0,0.8577300450808804,0.0
8918,0.9441712,23,23,1,0.8577489062707145,0.8577489062707145
2732,0.9440228,8,8,1,0.8577677624602333,0.8577677624602333
7124,0.94313025,31,31,1,0.8577866136514248,0.8577866136514248
4813,0.9403882,30,30,1,0.8578054598462762,0.8578054598462762
2466,0.93976164,8,10,0,0.8576917980654565,0.0
644,0.9371919,7,7,1,0.8577106518282989,0.8577106518282989
7928,0.93641216,11,11,1,0.8577295005961054,0.8577295005961054
8575,0.93639064,4,4,1,0.8577483443708609,0.8577483443708609
10088,0.93423665,29,42,0,0.8576347503641901,0.0
4833,0.9334904,25,7,0,0.857521186440678,0.0
9390,0.9308426,21,21,1,0.8575400503111347,0.8575400503111347
3103,0.9302858,15,15,1,0.8575589091871856,0.8575589091871856
9868,0.93005556,11,40,0,0.857445400397088,0.0
7415,0.9299163,40,0,0,0.8573319216516675,0.0
9837,0.9295132,35,35,1,0.8573508005822417,0.8573508005822417
9537,0.9281389,45,45,1,0.857369674517068,0.857369674517068
7784,0.9278326,3,14,0,0.857256250826829,0.0
5600,0.9258583,14,14,1,0.8572751322751323,0.8572751322751323
3716,0.92582345,35,35,1,0.8572940087290041,0.8572940087290041
8897,0.92499936,15,12,0,0.8571806400423169,0.0
3002,0.9229899,46,46,1,0.8571995239984134,0.8571995239984134
5571,0.922611,34,34,1,0.8572184029613961,0.8572184029613961
1243,0.9205513,3,3,1,0.8572372769332453,0.8572372769332453
3574,0.91820335,21,21,1,0.8572561459159397,0.8572561459159397
10097,0.91708744,4,9,0,0.8571428571428571,0.0
8647,0.9138488,43,43,1,0.857161733615222,0.857161733615222
1650,0.91253114,16,4,0,0.8570484872506275,0.0
9948,0.912,10,10,1,0.8570673712021136,0.8570673712021136
437,0.9111116,45,25,0,0.8569541672170122,0.0
2050,0.90967417,3,20,0,0.8568409931325938,0.0
6143,0.9095924,25,34,0,0.856727848937013,0.0
3988,0.90900856,17,9,0,0.8566147346184315,0.0
5354,0.90843946,29,29,1,0.8566336633663366,0.8566336633663366
5383,0.9083746,43,45,0,0.856520591341077,0.0
9405,0.9078203,29,0,0,0.8564075491619374,0.0
7376,0.907765,11,40,0,0.8562945368171021,0.0
6497,0.90678364,43,7,0,0.8561815542947618,0.0
7437,0.9067689,0,33,0,0.8560686015831135,0.0
7083,0.90668696,21,21,1,0.8560875873895264,0.8560875873895264
1754,0.90625465,5,40,0,0.8559746768662622,0.0
4628,0.9052429,36,36,1,0.8559936700514308,0.8559936700514308
3340,0.9043442,40,34,0,0.8558808016877637,0.0
5101,0.90275824,42,42,1,0.8558998022412656,0.8558998022412656
2761,0.90216684,25,11,0,0.8557869760084366,0.0
9522,0.9016699,44,44,1,0.855805983919863,0.855805983919863
6571,0.9005793,11,40,0,0.8556931997891407,0.0
1525,0.8989836,42,40,0,0.8555804453814732,0.0
2236,0.89818734,27,27,1,0.8555994729907773,0.8555994729907773
9506,0.8981362,24,7,0,0.8554867606375972,0.0
1776,0.8973112,12,1,0,0.8553740779768177,0.0
2926,0.89674306,45,33,0,0.8552614249967075,0.0
3992,0.8962404,21,21,1,0.8552804845930998,0.8552804845930998
6543,0.89444697,29,40,0,0.8551678736010533,0.0
9849,0.8938406,44,44,1,0.8551869404949973,0.8551869404949973
3089,0.8931168,0,12,0,0.8550743714624194,0.0
588,0.89202166,4,9,0,0.8549618320610687,0.0
7779,0.89177793,44,44,1,0.8549809185419134,0.8549809185419134
5368,0.88942564,4,4,1,0.855,0.855
112,0.8875873,4,9,0,0.8548875148006841,0.0
5480,0.8859787,32,32,1,0.854906603525388,0.854906603525388
7322,0.88378197,11,11,1,0.8549256872287255,0.8549256872287255
7835,0.8829675,19,19,1,0.8549447659126775,0.8549447659126775
222,0.88043255,39,45,0,0.8548323471400394,0.0
9404,0.8792253,40,11,0,0.8547199579279516,0.0
5449,0.8782024,27,42,0,0.8546075982647562,0.0
9097,0.8768562,33,30,0,0.8544952681388013,0.0
1732,0.8745794,8,8,1,0.8545143908529373,0.8545143908529373
933,0.8731614,27,27,1,0.8545335085413929,0.8545335085413929
1928,0.8725351,38,38,1,0.8545526212061489,0.8545526212061489
2343,0.8722986,19,19,1,0.8545717288491855,0.8545717288491855
7427,0.8712889,25,25,1,0.8545908314724813,0.8545908314724813
1312,0.87032384,8,8,1,0.8546099290780141,0.8546099290780141
6040,0.86918974,23,23,1,0.854629021667761,0.854629021667761
8386,0.86846685,36,36,1,0.8546481092436975,0.8546481092436975
7895,0.8680631,9,35,0,0.8545359065248785,0.0
1433,0.86803675,40,40,1,0.8545550013126805,0.8545550013126805
6507,0.86798,31,4,0,0.8544428402677516,0.0
771,0.86778456,10,45,0,0.8543307086614174,0.0
7545,0.8662649,20,20,1,0.8543498228578926,0.8543498228578926
9860,0.86480784,4,9,0,0.8542377328785096,0.0
7011,0.8644737,6,6,1,0.8542568542568543,0.8542568542568543
8262,0.8634012,4,46,0,0.8541448058761805,0.0
8667,0.86298263,32,32,1,0.8541639344262295,0.8541639344262295
4699,0.86189693,40,13,0,0.8540519276160503,0.0
2827,0.8615928,20,15,0,0.8539399501770027,0.0
533,0.8591268,30,30,1,0.8539590980597798,0.8539590980597798
8461,0.85823226,25,7,0,0.8538471621444488,0.0
1321,0.8567694,20,33,0,0.853735255570118,0.0
2675,0.8557658,39,21,0,0.8536233783252523,0.0
6238,0.8546045,35,35,1,0.8536425576519916,0.8536425576519916
8494,0.85276693,28,4,0,0.8535307218655837,0.0
5625,0.8518587,10,10,1,0.8535499083049516,0.8535499083049516
6745,0.8513838,22,34,0,0.8534381139489194,0.0
9416,0.85132575,0,0,1,0.8534573074908329,0.8534573074908329
2188,0.8509136,45,45,1,0.8534764960062852,0.8534764960062852
9525,0.84964836,43,7,0,0.8533647551715109,0.0
3782,0.84948516,2,36,0,0.8532530435920932,0.0
2880,0.8478133,46,46,1,0.8532722513089005,0.8532722513089005
1143,0.8462061,33,33,1,0.8532914539981677,0.8532914539981677
8630,0.8461459,7,7,1,0.8533106516618686,0.8533106516618686
5993,0.8456129,4,9,0,0.8531990056260631,0.0
3583,0.8452871,45,3,0,0.8530873888016746,0.0
2728,0.8438369,32,25,0,0.85297580117724,0.0
7262,0.8434838,7,22,0,0.8528642427413027,0.0
1079,0.84193027,15,12,0,0.8527527134824114,0.0
765,0.8416536,19,31,0,0.8526412133891214,0.0
3599,0.84131193,45,3,0,0.8525297424499935,0.0
8089,0.84037924,36,36,1,0.8525490196078431,0.8525490196078431
2455,0.8385576,4,4,1,0.8525682917265717,0.8525682917265717
8810,0.8366786,5,40,0,0.8524568740198641,0.0
469,0.83554494,4,4,1,0.8524761531425584,0.8524761531425584
5265,0.83470327,46,46,1,0.8524954272275934,0.8524954272275934
2848,0.8344924,11,11,1,0.8525146962769432,0.8525146962769432
8394,0.83445615,1,21,0,0.8524033437826541,0.0
2840,0.83332425,20,20,1,0.8524226198249968,0.8524226198249968
1505,0.83290374,35,25,0,0.8523113084356229,0.0
8310,0.83231115,34,34,1,0.8523305914610263,0.8523305914610263
8064,0.83168626,0,0,1,0.8523498694516971,0.8523498694516971
5934,0.829669,32,0,0,0.8522386111473698,0.0
7067,0.8291653,20,45,0,0.8521273818846254,0.0
6310,0.8256978,24,24,1,0.8521466788464048,0.8521466788464048
6799,0.8250173,27,27,1,0.8521659707724426,0.8521659707724426
5613,0.82148,39,6,0,0.852054794520548,0.0
6180,0.8211131,34,34,1,0.8520740933994261,0.8520740933994261
2436,0.8198682,34,20,0,0.8519629581322551,0.0
4428,0.81920475,18,17,0,0.8518518518518519,0.0
9647,0.8191966,12,15,0,0.851740774546877,0.0
8512,0.81907773,25,25,1,0.8517601043024772,0.8517601043024772
1057,0.81618965,34,34,1,0.8517794290183809,0.8517794290183809
7075,0.8154219,22,30,0,0.8516684045881127,0.0
2317,0.8132358,20,14,0,0.8515574090968331,0.0
7982,0.811854,12,20,0,0.8514464425332291,0.0
8554,0.8116925,34,34,1,0.8514657980456026,0.8514657980456026
8579,0.8115758,9,9,1,0.8514851485148515,0.8514851485148515
5827,0.8102187,4,9,0,0.8513742347271069,0.0
6872,0.80897075,40,40,1,0.8513935920812712,0.8513935920812712
2404,0.80726516,5,3,0,0.85128271910405,0.0
5751,0.8045497,18,18,1,0.8513020833333333,0.8513020833333333
3920,0.8039799,3,3,1,0.8513214425205051,0.8513214425205051
536,0.8035149,21,31,0,0.8512106222337933,0.0
641,0.8023138,25,44,0,0.8510998307952623,0.0
364,0.8021567,5,5,1,0.8511192087454451,0.8511192087454451
1747,0.7984596,10,10,1,0.85113858165257,0.85113858165257
337,0.79734683,42,20,0,0.8510278428311215,0.0
9918,0.79577965,46,43,0,0.8509171328216469,0.0
4090,0.79560244,12,22,0,0.8508064516129032,0.0
1076,0.7955109,6,35,0,0.8506957991936532,0.0
3745,0.7931674,35,35,1,0.8507152145643693,0.8507152145643693
4576,0.791694,0,21,0,0.8506046027824731,0.0
7186,0.79159415,31,31,1,0.8506240249609984,0.8506240249609984
619,0.7892244,3,21,0,0.850513453789159,0.0
2119,0.7874025,33,20,0,0.8504029113595009,0.0
9890,0.78687215,25,25,1,0.8504223521767381,0.8504223521767381
3245,0.7866589,40,40,1,0.8504417879417879,0.8504417879417879
4832,0.78631127,4,4,1,0.8504612186566195,0.8504612186566195
9900,0.78555983,10,10,1,0.8504806443232008,0.8504806443232008
1546,0.7849334,1,20,0,0.8503701779451877,0.0
7900,0.7847976,46,7,0,0.8502597402597403,0.0
7332,0.783608,42,0,0,0.850149331255681,0.0
2137,0.7833121,42,42,1,0.8501687873279667,0.8501687873279667
9949,0.78322893,20,30,0,0.8500584187978709,0.0
4278,0.7828219,12,12,1,0.8500778816199377,0.8500778816199377
8738,0.7823044,9,9,1,0.8500973393900065,0.8500973393900065
3424,0.7814793,42,45,0,0.849987023098884,0.0
5477,0.7787002,29,29,1,0.8500064876086675,0.8500064876086675
4798,0.77854735,1,7,0,0.8498962117280747,0.0
42,0.7784072,30,30,1,0.8499156829679595,0.8499156829679595
884,0.77740407,30,25,0,0.8498054474708171,0.0
5371,0.7772451,44,21,0,0.849695240565426,0.0
800,0.7769296,43,38,0,0.8495850622406639,0.0
5126,0.7757504,3,3,1,0.8496045637235835,0.8496045637235835
1925,0.77495754,45,25,0,0.8494944257194711,0.0
9431,0.77489924,31,31,1,0.8495139338950097,0.8495139338950097
9483,0.7747284,19,12,0,0.8494038361845516,0.0
10033,0.7734035,42,42,1,0.8494233510431515,0.8494233510431515
8366,0.77297914,12,12,1,0.8494428608447785,0.8494428608447785
7297,0.77268016,40,30,0,0.8493328151314937,0.0
9369,0.77208245,9,3,0,0.8492227979274611,0.0
2388,0.77004313,25,46,0,0.8491128092216034,0.0
8954,0.7698579,22,22,1,0.8491323491323491,0.8491323491323491
4812,0.7688315,30,30,1,0.8491518839829082,0.8491518839829082
4158,0.76855123,42,30,0,0.8490419471776282,0.0
8038,0.76808155,32,32,1,0.8490614886731391,0.8490614886731391
9252,0.7677754,25,35,0,0.848951592026922,0.0
8471,0.76737964,3,3,1,0.8489711401578879,0.8489711401578879
9670,0.7668669,30,34,0,0.8488612836438924,0.0
8926,0.7664624,11,40,0,0.8487514555569932,0.0
3320,0.7662451,20,11,0,0.8486416558861578,0.0
7760,0.7654333,34,34,1,0.8486612339930152,0.8486612339930152
8032,0.76509005,20,33,0,0.8485514743921366,0.0
1350,0.7649949,11,11,1,0.8485710590973748,0.8485710590973748
840,0.7640557,45,45,1,0.8485906387380399,0.8485906387380399
4138,0.76156616,25,12,0,0.848480930833872,0.0
2555,0.7585574,11,34,0,0.8483712512926577,0.0
3119,0.7579595,22,22,1,0.8483908491663436,0.8483908491663436
4702,0.7567792,33,15,0,0.8482812096148876,0.0
3149,0.75531137,3,37,0,0.8481715983977258,0.0
1607,0.75468284,46,46,1,0.8481912144702842,0.8481912144702842
2440,0.7544586,43,43,1,0.8482108254747449,0.8482108254747449
9710,0.75435495,42,42,1,0.8482304314130715,0.8482304314130715
9332,0.7527325,15,20,0,0.8481208833785354,0.0
9676,0.7526359,14,14,1,0.8481404958677686,0.8481404958677686
1958,0.75234747,4,14,0,0.848030987734022,0.0
8317,0.7513466,36,20,0,0.8479215078750323,0.0
272,0.750908,3,3,1,0.8479411385052278,0.8479411385052278
4947,0.75027615,35,35,1,0.8479607640681466,0.8479607640681466
2835,0.74964213,31,31,1,0.8479803845657504,0.8479803845657504
1254,0.7491744,42,42,1,0.848,0.848
3889,0.74898076,33,46,0,0.8478905947619662,0.0
3913,0.74826056,28,2,0,0.8477812177502579,0.0
1668,0.7481093,33,33,1,0.8478008512833741,0.8478008512833741
8656,0.74775434,33,33,1,0.8478204797523858,0.8478204797523858
4751,0.74655247,29,34,0,0.8477111540941328,0.0
1883,0.74639654,19,28,0,0.8476018566271274,0.0
3901,0.74636155,37,22,0,0.8474925873404667,0.0
9446,0.74570066,1,1,1,0.8475122454240783,0.8475122454240783
9791,0.7449172,5,46,0,0.8474030158525583,0.0
780,0.74248785,21,21,1,0.8474226804123711,0.8474226804123711
8792,0.74227273,34,34,1,0.8474423399046515,0.8474423399046515
7341,0.74215245,34,22,0,0.8473331615562999,0.0
9607,0.7403779,31,9,0,0.8472240113358238,0.0
1676,0.7394297,25,7,0,0.8471148892323545,0.0
9439,0.7394265,36,7,0,0.847005795235029,0.0
6907,0.7387135,29,29,1,0.8470254957507082,0.8470254957507082
387,0.73867786,19,21,0,0.8469164413544483,0.0
6777,0.7361738,42,25,0,0.8468074150360453,0.0
6985,0.73527354,44,44,1,0.8468271334792122,0.8468271334792122
8685,0.7345348,27,31,0,0.8467181467181467,0.0
4861,0.73262703,12,12,1,0.8467378715738,0.8467378715738
1000,0.7316389,34,34,1,0.846757591353577,0.846757591353577
5844,0.73151207,23,23,1,0.8467773060594365,0.8467773060594365
727,0.7310631,25,46,0,0.8466683817854387,0.0
6299,0.72879314,5,4,0,0.8465594855305466,0.0
6853,0.7287826,45,45,1,0.8465792181069959,0.8465792181069959
3876,0.72871,45,32,0,0.8464703613218465,0.0
7059,0.72853243,39,6,0,0.846361532527642,0.0
9941,0.7278092,34,34,1,0.8463812829412521,0.8463812829412521
10091,0.72745943,15,12,0,0.8462724935732647,0.0
9536,0.72711325,45,15,0,0.8461637321681018,0.0
6591,0.726973,0,15,0,0.8460549987149832,0.0
9820,0.7262537,21,21,1,0.8460747783630991,0.8460747783630991
5562,0.7261305,31,31,1,0.8460945529290853,0.8460945529290853
2284,0.7255999,32,1,0,0.845985870263327,0.0
6678,0.7241525,15,11,0,0.8458772155150269,0.0
9759,0.7234342,12,12,1,0.8458970078335688,0.8458970078335688
2710,0.72224694,33,25,0,0.8457883923985619,0.0
6867,0.72194993,21,13,0,0.8456798048529978,0.0
7267,0.7218784,36,36,1,0.8456996148908857,0.8456996148908857
8937,0.7200333,33,33,1,0.845719419843409,0.845719419843409
7832,0.7197077,21,39,0,0.8456108829568788,0.0
590,0.7192687,15,20,0,0.8455023739253176,0.0
1609,0.7191035,11,11,1,0.8455221965614576,0.8455221965614576
5327,0.71704155,22,33,0,0.8454137267479154,0.0
7526,0.71667457,34,34,1,0.8454335556695741,0.8454335556695741
8687,0.714714,25,25,1,0.8454533795049378,0.8454533795049378
188,0.71456766,4,9,0,0.845344960246217,0.0
7991,0.7138435,21,9,0,0.8452365687908706,0.0
2526,0.712113,4,4,1,0.8452564102564103,0.8452564102564103
3931,0.7105198,17,17,1,0.8452762466350467,0.8452762466350467
3208,0.70825446,4,4,1,0.8452960779287362,0.8452960779287362
6210,0.7072069,12,42,0,0.8451877483019351,0.0
9513,0.7064635,21,21,1,0.8452075858534085,0.8452075858534085
5721,0.70638734,21,21,1,0.8452274183215888,0.8452274183215888
9240,0.7048069,16,21,0,0.8451191391237509,0.0
592,0.7047541,19,19,1,0.8451389778403996,0.8451389778403996
5954,0.7042027,20,20,1,0.8451588114754098,0.8451588114754098
3682,0.7041528,8,4,0,0.8450505826610322,0.0
5543,0.70039535,34,7,0,0.8449423815620999,0.0
7112,0.6999889,20,20,1,0.8449622327486878,0.8449622327486878
614,0.69838506,12,12,1,0.8449820788530465,0.8449820788530465
3904,0.6982141,21,21,1,0.8450019198771279,0.8450019198771279
3338,0.6974909,44,44,1,0.845021755822882,0.845021755822882
1586,0.6968101,21,21,1,0.8450415866922585,0.8450415866922585
8796,0.6966551,1,34,0,0.8449334698055271,0.0
5639,0.6957389,5,5,1,0.8449533068952283,0.8449533068952283
7932,0.69515073,45,45,1,0.8449731389102072,0.8449731389102072
9422,0.6950452,21,21,1,0.8449929658524108,0.8449929658524108
6132,0.6941572,21,3,0,0.8448849104859335,0.0
3193,0.69402504,29,29,1,0.8449047436389209,0.8449047436389209
9812,0.6936522,45,45,1,0.8449245717207875,0.8449245717207875
5186,0.6930666,42,18,0,0.8448165665345775,0.0
7084,0.6927861,4,9,0,0.8447085889570553,0.0
5736,0.6925213,33,1,0,0.8446006389776358,0.0
1907,0.69240916,22,22,1,0.8446204957832865,0.8446204957832865
6974,0.6906566,46,46,1,0.8446403475150122,0.8446403475150122
4171,0.69046897,21,21,1,0.8446601941747572,0.8446601941747572
3174,0.6900276,31,31,1,0.8446800357644655,0.8446800357644655
6153,0.6898122,36,36,1,0.8446998722860792,0.8446998722860792
4814,0.68969846,42,42,1,0.84471970374154,0.84471970374154
7598,0.68565905,32,46,0,0.844611848825332,0.0
4229,0.68443465,3,3,1,0.8446316864547427,0.8446316864547427
4606,0.684434,4,35,0,0.8445238703089099,0.0
8550,0.68433875,18,18,1,0.8445437141033822,0.8445437141033822
6567,0.6825,30,25,0,0.8444359367023991,0.0
3695,0.68242264,6,45,0,0.8443281868061758,0.0
2763,0.68220675,3,3,1,0.8443480479714213,0.8443480479714213
7575,0.6806038,24,24,1,0.8443679040693967,0.8443679040693967
207,0.6804886,40,40,1,0.8443877551020408,0.8443877551020408
7213,0.67903775,46,3,0,0.8442800663180716,0.0
6808,0.67875856,21,21,1,0.8442999234889059,0.8442999234889059
4144,0.6764959,19,19,1,0.844319775596073,0.844319775596073
2623,0.67557883,45,17,0,0.8442121366649669,0.0
8098,0.67529666,22,6,0,0.8441045251752709,0.0
6213,0.67452765,15,15,1,0.8441243945959724,0.8441243945959724
8895,0.6743834,0,0,1,0.8441442589524659,0.8441442589524659
3515,0.673686,12,12,1,0.844164118246687,0.844164118246687
3828,0.67259973,11,3,0,0.8440565677156325,0.0
4288,0.6721574,4,4,1,0.8440764331210191,0.8440764331210191
6203,0.6713055,21,21,1,0.8440962934658005,0.8440962934658005
1737,0.6709603,12,20,0,0.8439887926642894,0.0
2296,0.6706754,35,35,1,0.8440086591111677,0.8440086591111677
1067,0.67013854,21,21,1,0.8440285204991087,0.8440285204991087
4164,0.66976345,33,5,0,0.8439210693825588,0.0
8052,0.6691275,44,44,1,0.8439409368635438,0.8439409368635438
2774,0.6689106,44,44,1,0.8439607992872598,0.8439607992872598
4650,0.66675365,45,45,1,0.8439806566556376,0.8439806566556376
2981,0.6659344,44,44,1,0.844000508970607,0.844000508970607
7394,0.6640239,21,22,0,0.8438931297709924,0.0
448,0.6637949,42,34,0,0.8437857778908536,0.0
7625,0.6622615,34,34,1,0.8438056474179598,0.8438056474179598
9664,0.6616814,45,14,0,0.8436983339692229,0.0
9088,0.66134244,20,20,1,0.8437182095625636,0.8437182095625636
8385,0.66100943,4,9,0,0.8436109345200254,0.0
2920,0.660223,25,33,0,0.8435036867531147,0.0
6265,0.65951276,30,30,1,0.8435235795093429,0.8435235795093429
2412,0.65806425,4,9,0,0.8434163701067615,0.0
9012,0.65769005,29,29,1,0.8434362689032914,0.8434362689032914
2380,0.65746355,6,6,1,0.8434561626429479,0.8434561626429479
3152,0.6568233,4,37,0,0.8433490026680218,0.0
3541,0.6562483,20,30,0,0.8432418699186992,0.0
5227,0.6553231,21,21,1,0.8432617807697192,0.8432617807697192
7847,0.65431416,13,13,1,0.8432816865633731,0.8432816865633731
4815,0.65260994,39,39,1,0.8433015873015873,0.8433015873015873
4265,0.6524966,34,29,0,0.8431945149822245,0.0
8669,0.6518029,45,37,0,0.8430874698489272,0.0
2104,0.65172887,45,45,1,0.8431073876618431,0.8431073876618431
9437,0.65147465,28,17,0,0.8430003807589795,0.0
4187,0.6509906,45,45,1,0.843020304568528,0.843020304568528
